accommodates,bedrooms,beds,bathrooms,longitude,neighbourhood_cleansed,room_type,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,nb_amenities,people_per_bedroom,amenities_per_person
1.0,1.0,1.0,1.0,-122.3268359580298,13.0,1.0,0.0,8.0,96.0,10.0,10.0,17.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.38508496473904,15.0,1.0,10.0,10.0,99.0,10.0,10.0,17.0,1.0,17.0
2.0,1.0,1.0,1.0,-122.3367060563143,15.0,1.0,5.0,10.0,87.0,8.0,9.0,6.0,1.0,0.0
4.0,1.0,2.0,1.0,-122.3250448630464,14.0,1.0,0.0,8.0,96.0,10.0,10.0,15.0,2.0,7.0
1.0,1.0,1.0,1.0,-122.362742348306,5.0,1.0,4.0,10.0,100.0,10.0,10.0,6.0,0.5,7.0
2.0,1.0,1.0,1.0,-122.2983498260121,15.0,1.0,10.0,10.0,98.0,10.0,10.0,18.0,1.0,18.0
3.0,1.0,1.0,1.0,-122.33274534492242,1.0,0.0,0.0,8.0,96.0,10.0,10.0,1.0,1.5,20.0
4.0,2.0,2.0,1.0,-122.3267562717012,14.0,0.0,10.0,10.0,97.0,10.0,10.0,18.0,1.3333333333333333,20.0
4.0,2.0,2.0,1.0,-122.34862713908888,10.0,0.0,10.0,10.0,94.0,10.0,9.0,15.0,1.3333333333333333,7.0
4.0,1.0,2.0,1.0,-122.3833530813662,15.0,0.0,0.0,8.0,96.0,10.0,10.0,19.0,2.0,20.0
6.0,3.0,3.0,2.0,-122.30192475844942,15.0,0.0,2.0,10.0,98.0,10.0,10.0,18.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.3052890189639,12.0,0.0,10.0,10.0,94.0,10.0,10.0,12.0,1.0,12.0
1.0,1.0,1.0,1.0,-122.40226539973396,15.0,1.0,10.0,10.0,89.0,9.0,9.0,10.0,0.5,15.0
2.0,1.0,1.0,2.0,-122.31691058825194,14.0,1.0,0.0,8.0,96.0,10.0,10.0,18.0,1.0,18.0
2.0,1.0,1.0,1.0,-122.34443797411107,7.0,0.0,6.0,6.0,90.0,10.0,10.0,11.0,1.0,11.0
3.0,1.0,1.0,1.0,-122.33788207688796,1.0,0.0,10.0,10.0,98.0,10.0,10.0,25.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.30920296667824,15.0,0.0,10.0,10.0,99.0,10.0,10.0,22.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.30858457320112,15.0,0.0,5.0,10.0,100.0,10.0,9.0,19.0,1.0,19.0
2.0,1.0,1.0,1.0,-122.31189764042162,11.0,0.0,7.0,10.0,84.0,9.0,10.0,15.0,1.0,15.0
2.0,1.0,1.0,1.0,-122.2891503593306,15.0,0.0,5.0,10.0,87.0,9.0,8.0,15.0,1.0,15.0
8.0,4.0,5.0,3.5,-122.32137509318228,15.0,0.0,6.0,10.0,85.0,9.0,9.0,14.0,1.6,20.0
4.0,1.0,1.0,2.0,-122.37444525214016,15.0,0.0,0.0,8.0,96.0,10.0,10.0,11.0,2.0,1.0
4.0,0.0,3.0,1.0,-122.34032921154324,7.0,0.0,10.0,10.0,95.0,10.0,10.0,17.0,4.0,9.0
2.0,1.0,1.0,1.0,-122.3168894453967,14.0,1.0,10.0,10.0,91.0,9.0,10.0,15.0,1.0,15.0
4.0,1.0,1.0,1.0,-122.32810576665769,3.0,0.0,10.0,10.0,95.0,10.0,10.0,17.0,2.0,9.0
6.0,1.0,1.0,1.0,-122.27318225358844,15.0,1.0,10.0,10.0,98.0,10.0,9.0,19.0,3.0,20.0
2.0,0.0,1.0,1.0,-122.33244316203206,1.0,0.0,10.0,10.0,95.0,10.0,10.0,12.0,2.0,12.0
6.0,2.0,3.0,2.0,-122.33890030868928,1.0,0.0,8.0,10.0,97.0,10.0,10.0,23.0,2.0,20.0
1.0,1.0,1.0,1.0,-122.34321991145416,4.0,1.0,1.0,10.0,100.0,10.0,10.0,16.0,0.5,20.0
4.0,2.0,2.0,2.0,-122.3140700052626,14.0,0.0,10.0,10.0,97.0,10.0,10.0,8.0,1.3333333333333333,20.0
4.0,1.0,1.0,1.0,-122.34878733911825,7.0,0.0,10.0,10.0,93.0,10.0,10.0,21.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.32105525919368,15.0,1.0,1.0,7.0,100.0,10.0,10.0,13.0,1.0,13.0
2.0,0.0,1.0,1.0,-122.30794716339804,11.0,0.0,4.0,9.0,100.0,10.0,10.0,10.0,2.0,8.0
2.0,1.0,1.0,1.0,-122.36846188385236,15.0,0.0,10.0,10.0,98.0,10.0,10.0,16.0,1.0,16.0
4.0,1.0,2.0,1.0,-122.33263410623032,1.0,0.0,10.0,10.0,96.0,10.0,10.0,25.0,2.0,15.0
3.0,1.0,1.0,1.0,-122.3886757752433,15.0,0.0,10.0,10.0,100.0,10.0,10.0,16.0,1.5,12.0
4.0,1.0,1.0,1.0,-122.40968312954868,15.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,2.0,3.0
2.0,1.0,1.0,1.0,-122.32676554716288,13.0,1.0,0.0,8.0,96.0,10.0,10.0,17.0,1.0,17.0
2.0,0.0,1.0,1.0,-122.34513758996248,7.0,0.0,10.0,10.0,98.0,10.0,10.0,19.0,2.0,19.0
4.0,2.0,2.0,2.0,-122.34402874897694,2.0,0.0,9.0,10.0,89.0,9.0,9.0,16.0,1.3333333333333333,20.0
1.0,1.0,1.0,1.0,-122.34815712189656,7.0,2.0,8.0,10.0,80.0,9.0,10.0,17.0,0.5,20.0
6.0,2.0,3.0,1.0,-122.34781707990506,4.0,0.0,10.0,10.0,98.0,10.0,10.0,18.0,2.0,20.0
4.0,1.0,2.0,1.5,-122.34461541236196,2.0,0.0,2.0,10.0,100.0,10.0,9.0,19.0,2.0,20.0
6.0,2.0,4.0,1.0,-122.33706296345302,15.0,0.0,9.0,10.0,100.0,10.0,10.0,10.0,2.0,20.0
4.0,0.0,2.0,1.0,-122.32003198195524,15.0,0.0,10.0,10.0,96.0,9.0,9.0,18.0,4.0,20.0
6.0,2.0,3.0,1.0,-122.32912106367388,3.0,0.0,10.0,10.0,94.0,9.0,10.0,16.0,2.0,20.0
4.0,2.0,3.0,1.0,-122.27936710596536,15.0,0.0,0.0,8.0,96.0,10.0,10.0,9.0,1.3333333333333333,20.0
8.0,4.0,5.0,2.5,-122.38938054168425,0.0,0.0,10.0,10.0,97.0,10.0,10.0,20.0,1.6,20.0
16.0,6.0,15.0,3.5,-122.36586274154313,15.0,0.0,10.0,10.0,98.0,10.0,10.0,19.0,2.2857142857142856,20.0
2.0,0.0,1.0,1.0,-122.26633250905022,15.0,0.0,10.0,10.0,96.0,10.0,10.0,13.0,2.0,13.0
4.0,2.0,2.0,1.5,-122.30791337353013,11.0,0.0,5.0,10.0,100.0,10.0,10.0,12.0,1.3333333333333333,3.0
4.0,2.0,2.0,1.0,-122.3215254948325,14.0,0.0,7.0,10.0,84.0,8.0,8.0,9.0,1.3333333333333333,20.0
6.0,2.0,2.0,2.0,-122.30840894035538,8.0,0.0,8.0,10.0,90.0,8.0,8.0,15.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.357291924901,6.0,0.0,1.0,10.0,100.0,10.0,10.0,17.0,1.0,17.0
2.0,1.0,1.0,1.0,-122.35274962226934,6.0,1.0,7.0,10.0,92.0,9.0,10.0,18.0,1.0,18.0
1.0,1.0,1.0,1.0,-122.3705601265185,15.0,1.0,0.0,8.0,96.0,10.0,10.0,12.0,0.5,18.0
2.0,1.0,1.0,1.0,-122.34679235101969,13.0,0.0,0.0,8.0,96.0,10.0,10.0,11.0,1.0,11.0
3.0,1.0,1.0,1.0,-122.34293120979892,2.0,0.0,1.0,5.0,100.0,10.0,10.0,14.0,1.5,10.0
2.0,1.0,1.0,1.0,-122.2859381456835,15.0,1.0,10.0,10.0,96.0,10.0,9.0,10.0,1.0,8.0
2.0,1.0,1.0,1.0,-122.33193947567312,13.0,0.0,10.0,10.0,92.0,9.0,10.0,14.0,1.0,14.0
2.0,1.0,1.0,1.0,-122.39369260794912,15.0,0.0,10.0,10.0,96.0,10.0,9.0,11.0,1.0,11.0
1.0,1.0,1.0,1.0,-122.3320347790396,13.0,2.0,8.0,10.0,93.0,8.0,9.0,13.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.29271991015274,15.0,1.0,10.0,10.0,96.0,9.0,9.0,7.0,1.0,2.0
3.0,2.0,2.0,1.0,-122.31487625939448,14.0,0.0,0.0,8.0,96.0,10.0,10.0,9.0,1.0,20.0
1.0,1.0,1.0,1.0,-122.3319746488079,15.0,1.0,0.0,8.0,96.0,10.0,10.0,10.0,0.5,15.0
6.0,2.0,3.0,2.0,-122.34947346929007,7.0,0.0,5.0,10.0,100.0,10.0,10.0,20.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.38615064740736,15.0,1.0,10.0,10.0,98.0,10.0,10.0,12.0,1.0,12.0
3.0,1.0,1.0,1.0,-122.3230500285628,3.0,0.0,10.0,10.0,95.0,10.0,10.0,25.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.32505819810316,14.0,0.0,10.0,10.0,95.0,10.0,10.0,11.0,1.0,11.0
1.0,1.0,1.0,1.0,-122.33270150932088,13.0,2.0,0.0,8.0,96.0,10.0,10.0,11.0,0.5,20.0
2.0,0.0,1.0,1.0,-122.31571531493066,8.0,0.0,0.0,8.0,96.0,10.0,10.0,16.0,2.0,16.0
4.0,2.0,2.0,1.0,-122.35686008730872,15.0,0.0,0.0,8.0,96.0,10.0,10.0,17.0,1.3333333333333333,9.0
8.0,3.0,5.0,1.5,-122.368286189945,15.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,2.0,20.0
1.0,1.0,1.0,1.0,-122.3481264723316,5.0,1.0,10.0,10.0,89.0,9.0,9.0,16.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.35352360168834,4.0,0.0,10.0,10.0,96.0,10.0,10.0,13.0,1.0,13.0
2.0,1.0,2.0,1.0,-122.29696275509468,15.0,1.0,2.0,10.0,100.0,10.0,9.0,16.0,1.0,16.0
4.0,1.0,2.0,1.0,-122.3252505372043,14.0,0.0,10.0,10.0,94.0,10.0,9.0,16.0,2.0,20.0
1.0,1.0,1.0,1.5,-122.36304499890898,15.0,1.0,10.0,10.0,95.0,9.0,9.0,11.0,0.5,20.0
4.0,1.0,1.0,1.0,-122.34843211138308,7.0,0.0,10.0,10.0,94.0,10.0,10.0,20.0,2.0,12.0
2.0,1.0,1.0,1.0,-122.32224559220342,15.0,1.0,10.0,10.0,97.0,9.0,9.0,18.0,1.0,18.0
3.0,1.0,2.0,1.0,-122.36644878554992,15.0,0.0,6.0,10.0,95.0,10.0,10.0,20.0,1.5,15.0
2.0,1.0,1.0,1.0,-122.32394649076448,15.0,1.0,6.0,10.0,100.0,10.0,9.0,17.0,1.0,17.0
8.0,5.0,4.0,3.5,-122.31530428016352,15.0,0.0,0.0,8.0,96.0,10.0,10.0,15.0,1.3333333333333333,20.0
3.0,1.0,1.0,1.0,-122.31277272196076,12.0,1.0,10.0,10.0,92.0,8.0,10.0,12.0,1.5,7.0
2.0,1.0,1.0,1.0,-122.32113996333212,15.0,1.0,10.0,10.0,98.0,10.0,9.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.35437619558948,4.0,0.0,10.0,10.0,99.0,10.0,10.0,16.0,1.0,16.0
1.0,1.0,1.0,1.0,-122.3284345582903,14.0,1.0,4.0,10.0,100.0,10.0,10.0,9.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.30826747009765,8.0,1.0,5.0,10.0,100.0,10.0,10.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.32552914150672,14.0,0.0,10.0,10.0,100.0,10.0,10.0,10.0,1.0,8.0
1.0,1.0,1.0,1.0,-122.33747568765224,1.0,0.0,0.0,8.0,96.0,10.0,10.0,19.0,0.5,20.0
4.0,2.0,3.0,1.0,-122.37524773928936,15.0,0.0,4.0,9.0,100.0,10.0,10.0,20.0,1.3333333333333333,12.0
4.0,2.0,2.0,1.0,-122.36161253562618,15.0,0.0,6.0,10.0,95.0,10.0,10.0,11.0,1.3333333333333333,1.0
6.0,3.0,3.0,1.0,-122.28773811947144,15.0,0.0,0.0,8.0,96.0,10.0,10.0,20.0,1.5,20.0
2.0,1.0,2.0,2.0,-122.30612863567691,15.0,1.0,6.0,10.0,80.0,8.0,9.0,8.0,1.0,5.0
3.0,1.0,2.0,1.0,-122.31800632642232,12.0,0.0,10.0,10.0,93.0,10.0,9.0,9.0,1.5,20.0
1.0,1.0,1.0,1.0,-122.3696288817652,15.0,1.0,9.0,10.0,97.0,10.0,10.0,16.0,0.5,20.0
2.0,1.0,1.0,0.5,-122.36063570209886,5.0,1.0,10.0,10.0,93.0,9.0,9.0,8.0,1.0,5.0
2.0,1.0,1.0,1.5,-122.29014726131406,15.0,1.0,10.0,10.0,98.0,10.0,9.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.2987883027356,15.0,1.0,8.0,10.0,88.0,8.0,8.0,17.0,1.0,17.0
4.0,1.0,1.0,1.5,-122.3617471206523,15.0,0.0,10.0,10.0,96.0,9.0,10.0,15.0,2.0,7.0
4.0,1.0,2.0,1.0,-122.3226425797513,15.0,0.0,9.0,10.0,94.0,9.0,9.0,1.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.3701709809324,15.0,1.0,10.0,10.0,95.0,10.0,10.0,17.0,1.0,17.0
4.0,2.0,2.0,1.0,-122.32384593878214,15.0,0.0,10.0,10.0,95.0,10.0,9.0,12.0,1.3333333333333333,3.0
5.0,3.0,3.0,1.0,-122.28548917606564,15.0,0.0,10.0,10.0,98.0,10.0,10.0,12.0,1.25,0.0
2.0,1.0,1.0,1.0,-122.38471940877167,15.0,1.0,10.0,10.0,98.0,10.0,10.0,15.0,1.0,15.0
2.0,1.0,1.0,1.0,-122.35997203006866,15.0,1.0,10.0,10.0,92.0,10.0,9.0,14.0,1.0,14.0
1.0,0.0,1.0,1.0,-122.32694834841004,3.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,18.0
2.0,1.0,2.0,1.0,-122.30767046180512,15.0,0.0,10.0,10.0,92.0,10.0,9.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.36820885545076,15.0,0.0,10.0,10.0,99.0,10.0,9.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.34462988872022,2.0,1.0,10.0,10.0,92.0,9.0,9.0,11.0,1.0,11.0
2.0,1.0,1.0,1.0,-122.35612987755998,10.0,0.0,10.0,10.0,99.0,10.0,10.0,19.0,1.0,19.0
2.0,1.0,1.0,1.0,-122.35490624316702,15.0,1.0,10.0,10.0,91.0,8.0,9.0,18.0,1.0,18.0
2.0,1.0,1.0,1.0,-122.38598316628077,15.0,1.0,10.0,10.0,98.0,10.0,10.0,15.0,1.0,15.0
4.0,2.0,2.0,1.5,-122.34811639770892,10.0,0.0,0.0,8.0,96.0,10.0,10.0,21.0,1.3333333333333333,20.0
4.0,1.0,2.0,1.0,-122.33505134280078,15.0,0.0,6.0,10.0,80.0,10.0,10.0,12.0,2.0,3.0
2.0,1.0,1.0,1.0,-122.3927758360174,15.0,1.0,10.0,10.0,95.0,10.0,10.0,6.0,1.0,0.0
6.0,0.0,4.0,1.0,-122.37204378143464,15.0,0.0,10.0,10.0,91.0,10.0,9.0,17.0,6.0,20.0
6.0,0.0,3.0,1.0,-122.34539999551276,7.0,0.0,8.0,10.0,93.0,9.0,10.0,21.0,6.0,7.0
6.0,4.0,4.0,3.5,-122.30694957710028,8.0,0.0,1.0,10.0,100.0,10.0,10.0,21.0,1.2,7.0
1.0,1.0,1.0,1.0,-122.34323736837057,4.0,1.0,0.0,8.0,96.0,10.0,10.0,15.0,0.5,20.0
2.0,0.0,1.0,1.0,-122.35000162972398,7.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,2.0,12.0
3.0,1.0,1.0,1.0,-122.2935786334701,15.0,0.0,5.0,10.0,100.0,10.0,10.0,17.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.31112560783598,8.0,1.0,8.0,10.0,100.0,10.0,10.0,18.0,1.0,18.0
6.0,2.0,3.0,2.0,-122.29791487605736,15.0,0.0,9.0,10.0,97.0,10.0,10.0,23.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.28110124374776,15.0,0.0,10.0,10.0,96.0,10.0,10.0,15.0,1.0,15.0
6.0,2.0,3.0,1.5,-122.3085165099408,8.0,0.0,5.0,10.0,100.0,10.0,10.0,21.0,2.0,7.0
3.0,0.0,2.0,0.5,-122.31132542998937,15.0,0.0,10.0,10.0,94.0,9.0,9.0,4.0,3.0,20.0
2.0,1.0,1.0,1.0,-122.38854780598548,15.0,0.0,8.0,10.0,90.0,10.0,10.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.33469389773336,15.0,0.0,6.0,10.0,95.0,9.0,9.0,19.0,1.0,19.0
5.0,2.0,3.0,1.0,-122.40450477335784,15.0,0.0,10.0,10.0,93.0,9.0,10.0,10.0,1.6666666666666667,20.0
2.0,1.0,1.0,1.0,-122.30852196884548,11.0,1.0,0.0,8.0,96.0,10.0,10.0,19.0,1.0,19.0
4.0,2.0,2.0,2.0,-122.2979546638048,15.0,0.0,4.0,10.0,80.0,8.0,10.0,13.0,1.3333333333333333,4.0
2.0,0.0,1.0,1.0,-122.31341300715955,12.0,0.0,0.0,8.0,96.0,10.0,10.0,18.0,2.0,18.0
2.0,1.0,1.0,1.5,-122.31805387771712,14.0,1.0,10.0,10.0,99.0,10.0,10.0,12.0,1.0,12.0
4.0,2.0,2.0,1.0,-122.36344884685651,6.0,0.0,10.0,10.0,91.0,9.0,9.0,16.0,1.3333333333333333,20.0
4.0,1.0,2.0,1.0,-122.34445768627762,7.0,0.0,10.0,10.0,96.0,10.0,9.0,23.0,2.0,20.0
1.0,1.0,1.0,2.0,-122.35972238469668,15.0,1.0,1.0,10.0,100.0,10.0,8.0,8.0,0.5,12.0
2.0,1.0,1.0,1.5,-122.3148062304022,9.0,1.0,10.0,10.0,97.0,10.0,9.0,17.0,1.0,17.0
2.0,0.0,2.0,1.0,-122.32582643088574,3.0,0.0,10.0,10.0,97.0,9.0,10.0,11.0,2.0,11.0
4.0,1.0,1.0,1.0,-122.31417732865728,14.0,0.0,5.0,10.0,100.0,9.0,9.0,6.0,2.0,20.0
2.0,0.0,1.0,1.0,-122.35652137606164,6.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,2.0,13.0
1.0,1.0,1.0,1.0,-122.32299004419228,15.0,2.0,0.0,8.0,96.0,10.0,10.0,14.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.37718112724728,15.0,0.0,10.0,10.0,98.0,10.0,10.0,12.0,1.0,12.0
6.0,2.0,3.0,1.0,-122.34766954648526,7.0,0.0,5.0,10.0,100.0,10.0,10.0,25.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.31584578996916,14.0,0.0,10.0,10.0,96.0,10.0,10.0,4.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.3577408269843,6.0,0.0,1.0,7.0,100.0,10.0,10.0,15.0,1.0,15.0
2.0,0.0,2.0,1.0,-122.32473324549788,15.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,2.0,13.0
5.0,2.0,2.0,1.0,-122.30211680922548,11.0,0.0,9.0,10.0,100.0,10.0,10.0,16.0,1.6666666666666667,5.0
1.0,1.0,1.0,1.0,-122.37439272047212,15.0,1.0,10.0,10.0,97.0,10.0,10.0,15.0,0.5,20.0
1.0,1.0,1.0,1.0,-122.27469388041918,15.0,1.0,0.0,8.0,96.0,10.0,10.0,12.0,0.5,18.0
4.0,1.0,1.0,1.0,-122.34648410762732,15.0,0.0,4.0,10.0,100.0,10.0,10.0,17.0,2.0,9.0
3.0,1.0,3.0,1.5,-122.2988422490676,15.0,1.0,10.0,10.0,96.0,10.0,10.0,24.0,1.5,18.0
16.0,4.0,10.0,3.5,-122.34923758831135,4.0,0.0,6.0,10.0,95.0,10.0,10.0,21.0,3.2,20.0
3.0,0.0,2.0,1.0,-122.30419012599371,15.0,0.0,6.0,10.0,90.0,10.0,7.0,11.0,3.0,20.0
4.0,1.0,1.0,1.0,-122.37804928184484,15.0,0.0,0.0,8.0,96.0,10.0,10.0,17.0,2.0,9.0
4.0,1.0,2.0,1.0,-122.34287656419664,2.0,0.0,10.0,10.0,91.0,9.0,9.0,21.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.31938554306336,14.0,0.0,6.0,10.0,95.0,10.0,10.0,14.0,1.0,14.0
4.0,2.0,2.0,2.5,-122.31404610755312,9.0,0.0,4.0,10.0,100.0,10.0,10.0,14.0,1.3333333333333333,6.0
4.0,1.0,2.0,1.0,-122.31776635593395,12.0,0.0,9.0,4.0,66.0,6.0,8.0,13.0,2.0,4.0
4.0,1.0,1.0,1.0,-122.3278906401913,13.0,0.0,10.0,10.0,97.0,10.0,10.0,15.0,2.0,7.0
2.0,1.0,1.0,1.0,-122.39996900819426,15.0,1.0,10.0,10.0,95.0,10.0,10.0,10.0,1.0,8.0
2.0,1.0,1.0,1.0,-122.3288112096693,3.0,1.0,10.0,10.0,91.0,10.0,10.0,19.0,1.0,19.0
2.0,1.0,1.0,1.5,-122.30199396646078,15.0,1.0,10.0,10.0,95.0,9.0,9.0,12.0,1.0,12.0
2.0,0.0,1.0,1.0,-122.32864531263664,15.0,0.0,10.0,10.0,98.0,10.0,9.0,14.0,2.0,14.0
5.0,1.0,3.0,1.0,-122.32162807581904,15.0,0.0,5.0,10.0,87.0,9.0,9.0,17.0,2.5,20.0
6.0,2.0,2.0,1.0,-122.31658132634888,15.0,0.0,5.0,10.0,93.0,10.0,9.0,15.0,2.0,20.0
4.0,1.0,2.0,1.0,-122.33304648746731,1.0,0.0,1.0,10.0,100.0,10.0,10.0,11.0,2.0,1.0
6.0,3.0,2.0,1.5,-122.4085242090064,15.0,0.0,9.0,1.0,97.0,10.0,10.0,10.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.29086274340008,15.0,1.0,0.0,8.0,96.0,10.0,10.0,16.0,1.0,16.0
8.0,5.0,5.0,1.0,-122.38378884405408,15.0,0.0,0.0,8.0,96.0,10.0,10.0,1.0,1.3333333333333333,20.0
2.0,1.0,1.0,1.0,-122.28452741869457,15.0,1.0,7.0,10.0,88.0,10.0,9.0,19.0,1.0,19.0
4.0,1.0,3.0,1.0,-122.33508188751858,1.0,0.0,4.0,10.0,100.0,10.0,10.0,16.0,2.0,20.0
3.0,2.0,2.0,1.5,-122.28767750479604,15.0,0.0,6.0,10.0,100.0,10.0,10.0,22.0,1.0,20.0
2.0,0.0,1.0,1.0,-122.3145582495302,12.0,0.0,4.0,2.0,80.0,9.0,9.0,12.0,2.0,12.0
4.0,2.0,3.0,1.0,-122.35608108151442,5.0,0.0,10.0,10.0,94.0,9.0,10.0,17.0,1.3333333333333333,9.0
1.0,1.0,1.0,1.0,-122.3470629676482,4.0,1.0,0.0,8.0,96.0,10.0,10.0,9.0,0.5,20.0
2.0,1.0,1.0,1.5,-122.36927100668932,15.0,1.0,5.0,10.0,100.0,10.0,8.0,12.0,1.0,12.0
4.0,1.0,1.0,1.0,-122.3268029388112,14.0,0.0,10.0,10.0,84.0,8.0,10.0,11.0,2.0,1.0
2.0,1.0,1.0,1.0,-122.37514055469671,15.0,1.0,10.0,10.0,95.0,9.0,10.0,12.0,1.0,12.0
4.0,1.0,2.0,1.0,-122.3733392272172,15.0,0.0,5.0,10.0,100.0,10.0,9.0,16.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.259320187382,15.0,1.0,3.0,10.0,95.0,9.0,9.0,10.0,1.0,8.0
3.0,1.0,1.0,1.0,-122.3311659254316,1.0,0.0,4.0,10.0,90.0,10.0,10.0,25.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.3862226310316,15.0,0.0,10.0,10.0,94.0,10.0,10.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.29989888259092,11.0,1.0,10.0,10.0,98.0,10.0,10.0,14.0,1.0,14.0
10.0,4.0,5.0,3.0,-122.3575246427434,5.0,0.0,6.0,10.0,85.0,9.0,10.0,13.0,2.0,20.0
3.0,1.0,2.0,1.0,-122.34900702762216,5.0,0.0,4.0,8.0,100.0,10.0,10.0,7.0,1.5,20.0
8.0,4.0,4.0,1.0,-122.3142328619162,12.0,0.0,1.0,10.0,80.0,10.0,10.0,14.0,1.6,20.0
4.0,2.0,2.0,1.0,-122.3104829240563,15.0,0.0,0.0,8.0,96.0,10.0,10.0,16.0,1.3333333333333333,20.0
3.0,1.0,1.0,1.0,-122.32911502838186,3.0,0.0,0.0,8.0,96.0,10.0,10.0,28.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.34747869430645,2.0,0.0,0.0,8.0,96.0,10.0,10.0,17.0,1.0,17.0
2.0,1.0,1.0,1.0,-122.36807893362344,15.0,1.0,10.0,10.0,90.0,9.0,9.0,9.0,1.0,7.0
1.0,1.0,1.0,1.0,-122.36229309323302,6.0,1.0,1.0,10.0,100.0,10.0,10.0,10.0,0.5,15.0
7.0,3.0,5.0,3.5,-122.26668183984094,15.0,0.0,4.0,10.0,100.0,10.0,10.0,19.0,1.75,20.0
2.0,1.0,1.0,1.0,-122.36143994699944,15.0,1.0,9.0,8.0,97.0,9.0,9.0,9.0,1.0,7.0
2.0,1.0,1.0,1.0,-122.35771619873258,5.0,1.0,10.0,10.0,97.0,10.0,10.0,7.0,1.0,2.0
1.0,1.0,1.0,1.0,-122.31943744429168,14.0,2.0,0.0,8.0,96.0,10.0,10.0,8.0,0.5,12.0
4.0,1.0,2.0,2.0,-122.38346175078756,15.0,0.0,10.0,10.0,99.0,10.0,10.0,23.0,2.0,20.0
1.0,1.0,1.0,1.0,-122.3446833199524,2.0,0.0,1.0,10.0,90.0,10.0,8.0,8.0,0.5,12.0
7.0,3.0,4.0,2.0,-122.34598902087367,7.0,0.0,5.0,10.0,100.0,10.0,10.0,21.0,1.75,20.0
5.0,2.0,3.0,1.5,-122.39551100742418,15.0,0.0,10.0,10.0,95.0,10.0,10.0,12.0,1.6666666666666667,0.0
1.0,1.0,1.0,1.0,-122.3751941751695,15.0,1.0,0.0,8.0,96.0,10.0,10.0,15.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.4004693447567,15.0,0.0,0.0,8.0,96.0,10.0,10.0,16.0,1.0,16.0
4.0,1.0,1.0,1.0,-122.33442686311696,1.0,0.0,1.0,10.0,100.0,10.0,10.0,8.0,2.0,20.0
3.0,1.0,1.0,1.0,-122.33755440466552,7.0,0.0,10.0,10.0,97.0,10.0,10.0,20.0,1.5,15.0
2.0,1.0,1.0,1.0,-122.365503503403,5.0,1.0,10.0,10.0,89.0,9.0,9.0,7.0,1.0,2.0
2.0,1.0,1.0,1.0,-122.30974096102815,12.0,1.0,10.0,10.0,93.0,9.0,9.0,11.0,1.0,11.0
4.0,1.0,1.0,1.0,-122.32460508028248,15.0,0.0,10.0,10.0,93.0,9.0,10.0,16.0,2.0,20.0
4.0,1.0,2.0,1.0,-122.34222981474252,7.0,0.0,10.0,10.0,98.0,10.0,10.0,16.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.32279362906526,14.0,1.0,0.0,8.0,96.0,10.0,10.0,14.0,1.0,14.0
2.0,1.0,1.0,1.5,-122.30176000568297,15.0,1.0,10.0,10.0,99.0,10.0,10.0,17.0,1.0,17.0
3.0,2.0,2.0,1.0,-122.32245414074175,14.0,0.0,6.0,10.0,95.0,10.0,10.0,8.0,1.0,0.0
2.0,1.0,1.0,1.0,-122.31827432813014,15.0,1.0,0.0,8.0,96.0,10.0,10.0,19.0,1.0,19.0
