accommodates,bedrooms,beds,bathrooms,longitude,availability_30,availability_365,number_of_reviews,reviews_per_month,review_scores_checkin,review_scores_location,review_scores_value,nb_amenities,people_per_bedroom,estimated_months_active
4.0,1.0,4.0,1.0,2.40443,5.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3197196,0.0,10.0,0.0,7.0,4.0,4.0,3.0,3.0,1.0,0.0
2.0,0.0,1.0,1.0,2.34106,13.0,10.0,10.0,10.0,10.0,3.0,10.0,20.0,6.0,10.0
3.0,1.0,0.0,1.0,2.362427938623064,0.0,10.0,0.0,7.0,4.0,4.0,3.0,19.0,4.0,0.0
6.0,2.0,3.0,2.0,2.3317129611968994,6.0,10.0,10.0,10.0,8.0,9.0,10.0,20.0,6.0,10.0
1.0,1.0,1.0,1.5,2.3478067,28.0,3.0,1.0,10.0,9.0,9.0,0.0,8.0,0.0,10.0
2.0,0.0,0.0,1.0,2.3033424,0.0,10.0,4.0,10.0,10.0,9.0,0.0,3.0,6.0,10.0
6.0,3.0,3.0,2.0,2.3006321,12.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
2.0,1.0,0.0,1.0,2.405009153396055,0.0,10.0,6.0,10.0,10.0,10.0,0.0,20.0,1.0,10.0
6.0,3.0,3.0,1.5,2.2790893821937064,8.0,10.0,10.0,10.0,2.0,3.0,10.0,11.0,4.0,10.0
2.0,0.0,1.0,1.0,2.30024,1.0,10.0,10.0,2.0,10.0,10.0,0.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.326181,13.0,10.0,1.0,10.0,9.0,9.0,0.0,0.0,1.0,9.0
3.0,1.0,0.0,1.0,2.3985533936904084,13.0,10.0,8.0,10.0,10.0,0.0,10.0,20.0,4.0,10.0
2.0,1.0,1.0,1.0,2.34663,18.0,10.0,10.0,10.0,9.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.34130896627903,19.0,4.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,1.0,2.0,1.0,2.36101,0.0,10.0,1.0,10.0,9.0,9.0,9.0,7.0,6.0,10.0
2.0,0.0,1.0,1.0,2.40869,0.0,10.0,8.0,10.0,1.0,10.0,8.0,4.0,6.0,10.0
6.0,3.0,3.0,1.5,2.3417,0.0,10.0,10.0,10.0,9.0,9.0,6.0,5.0,4.0,10.0
2.0,1.0,1.0,0.5,2.3443699636528352,26.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.27829,0.0,0.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3423613,11.0,10.0,10.0,10.0,10.0,10.0,3.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.2829870134592056,4.0,10.0,10.0,10.0,10.0,2.0,10.0,15.0,1.0,10.0
4.0,3.0,3.0,2.5,2.289,27.0,6.0,3.0,10.0,10.0,9.0,10.0,13.0,1.0,10.0
2.0,1.0,1.0,1.5,2.33224,19.0,10.0,7.0,10.0,9.0,9.0,3.0,20.0,1.0,10.0
8.0,3.0,4.0,2.5,2.350402,2.0,10.0,2.0,10.0,10.0,10.0,10.0,16.0,6.0,10.0
2.0,1.0,1.0,1.0,2.34003,0.0,10.0,10.0,10.0,5.0,10.0,4.0,3.0,1.0,10.0
2.0,1.0,1.0,1.0,2.4033934,13.0,10.0,3.0,10.0,9.0,9.0,9.0,13.0,1.0,10.0
4.0,2.0,3.0,1.0,2.3368124,23.0,10.0,10.0,10.0,10.0,10.0,0.0,17.0,3.0,10.0
2.0,1.0,1.0,1.0,2.3037977,19.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,3.0,3.0,1.0,2.3549827,5.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.5,2.34865,6.0,10.0,10.0,10.0,10.0,6.0,10.0,20.0,1.0,10.0
2.0,0.0,0.0,1.0,2.2808972,0.0,0.0,2.0,5.0,9.0,9.0,9.0,7.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3819829,10.0,10.0,10.0,10.0,10.0,10.0,8.0,11.0,1.0,10.0
2.0,1.0,1.0,0.5,2.35498,20.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3400716097026164,2.0,10.0,10.0,10.0,2.0,3.0,10.0,3.0,1.0,10.0
3.0,1.0,2.0,1.0,2.2952745482325554,0.0,10.0,10.0,10.0,10.0,3.0,10.0,20.0,4.0,10.0
4.0,1.0,2.0,1.0,2.34363,17.0,10.0,10.0,10.0,10.0,7.0,10.0,14.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3420778,9.0,10.0,10.0,10.0,6.0,7.0,10.0,20.0,1.0,10.0
4.0,2.0,3.0,1.5,2.35319,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,3.0,10.0
2.0,0.0,0.0,1.0,2.3197772,0.0,10.0,2.0,10.0,9.0,9.0,9.0,20.0,6.0,9.0
2.0,1.0,1.0,1.0,2.35224,0.0,10.0,10.0,10.0,6.0,10.0,10.0,15.0,1.0,10.0
10.0,4.0,8.0,4.5,2.35588,1.0,10.0,10.0,10.0,2.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.31113808451785,19.0,4.0,10.0,10.0,3.0,9.0,5.0,20.0,1.0,10.0
11.0,3.0,7.0,1.0,2.3405,13.0,10.0,2.0,10.0,10.0,9.0,0.0,20.0,10.0,10.0
2.0,0.0,1.0,1.0,2.3460253,16.0,10.0,10.0,10.0,7.0,10.0,10.0,5.0,6.0,10.0
2.0,1.0,2.0,1.0,2.34463,23.0,10.0,10.0,10.0,8.0,10.0,10.0,20.0,1.0,10.0
2.0,0.0,0.0,1.0,2.37169982000897,28.0,7.0,0.0,7.0,4.0,4.0,3.0,19.0,6.0,0.0
1.0,0.0,1.0,1.0,2.26996,11.0,10.0,0.0,7.0,4.0,4.0,3.0,0.0,1.0,0.0
2.0,1.0,1.0,1.5,2.362588882446289,8.0,10.0,10.0,10.0,6.0,9.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.258697079137387,23.0,1.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,1.0,2.0,1.0,2.3416737467050552,2.0,10.0,10.0,10.0,8.0,2.0,10.0,17.0,6.0,10.0
4.0,1.0,2.0,1.0,2.30219,5.0,10.0,2.0,4.0,9.0,9.0,9.0,20.0,6.0,8.0
2.0,1.0,1.0,1.0,2.32085,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.2905775076262387,29.0,8.0,5.0,10.0,9.0,9.0,10.0,20.0,1.0,10.0
2.0,0.0,1.0,1.0,2.3555391,0.0,10.0,1.0,0.0,10.0,10.0,10.0,20.0,6.0,6.0
4.0,1.0,2.0,1.0,2.357517135558548,1.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,6.0,10.0
4.0,1.0,2.0,1.0,2.4041519428451896,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
4.0,1.0,1.0,1.0,2.313847409071107,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
4.0,0.0,2.0,1.0,2.35632,0.0,0.0,10.0,10.0,8.0,7.0,10.0,13.0,9.0,10.0
5.0,2.0,3.0,1.0,2.2761387,0.0,10.0,4.0,10.0,9.0,9.0,9.0,18.0,5.0,10.0
2.0,1.0,1.0,1.5,2.3603829,2.0,10.0,0.0,7.0,4.0,4.0,3.0,3.0,1.0,0.0
6.0,3.0,0.0,1.0,2.2866079083886643,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
2.0,0.0,1.0,1.0,2.29293,13.0,10.0,10.0,10.0,9.0,9.0,10.0,17.0,6.0,10.0
4.0,1.0,2.0,1.0,2.38346,0.0,0.0,10.0,10.0,9.0,10.0,10.0,10.0,6.0,10.0
4.0,0.0,2.0,1.0,2.34424,3.0,10.0,0.0,7.0,4.0,4.0,3.0,0.0,9.0,0.0
5.0,1.0,3.0,2.5,2.33671,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,7.0,0.0
5.0,2.0,0.0,1.0,2.3919220190490664,6.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,5.0,0.0
2.0,0.0,1.0,1.0,2.34399,18.0,10.0,10.0,10.0,9.0,9.0,10.0,20.0,6.0,10.0
3.0,1.0,2.0,1.0,2.2823482,2.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,4.0,10.0
1.0,0.0,1.0,1.0,2.34094,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.338636748551305,0.0,10.0,10.0,10.0,9.0,4.0,6.0,11.0,1.0,10.0
2.0,1.0,1.0,1.0,2.359021007693404,3.0,10.0,3.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
4.0,1.0,3.0,1.0,2.3573029041290283,0.0,10.0,10.0,10.0,6.0,4.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.346499,6.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.3886180373198043,2.0,10.0,10.0,10.0,0.0,10.0,10.0,3.0,1.0,10.0
4.0,2.0,0.0,1.0,2.3698054,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
4.0,2.0,2.0,1.0,2.29465,4.0,10.0,10.0,10.0,10.0,9.0,7.0,0.0,3.0,10.0
2.0,1.0,1.0,1.0,2.33907,23.0,10.0,10.0,10.0,7.0,9.0,6.0,20.0,1.0,10.0
4.0,2.0,3.0,1.0,2.35854,3.0,10.0,10.0,10.0,6.0,4.0,10.0,3.0,3.0,10.0
4.0,2.0,2.0,2.5,2.339281216263771,2.0,10.0,10.0,10.0,4.0,10.0,10.0,8.0,3.0,10.0
12.0,5.0,6.0,2.0,2.30494,1.0,10.0,4.0,10.0,10.0,10.0,10.0,5.0,6.0,10.0
4.0,1.0,2.0,1.0,2.34314,19.0,10.0,5.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3388682,15.0,10.0,6.0,10.0,9.0,10.0,1.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.29372,3.0,10.0,1.0,10.0,10.0,9.0,0.0,7.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3053945,0.0,10.0,0.0,7.0,4.0,4.0,3.0,3.0,1.0,0.0
2.0,1.0,1.0,1.0,2.39279,15.0,10.0,10.0,10.0,9.0,2.0,10.0,20.0,1.0,10.0
6.0,3.0,3.0,2.0,2.286239110027977,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
3.0,1.0,1.0,1.0,2.363417744636536,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
2.0,0.0,1.0,1.0,2.38628,30.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,1.0,1.0,1.0,2.35313,18.0,10.0,10.0,10.0,10.0,6.0,10.0,7.0,1.0,10.0
4.0,1.0,2.0,1.5,2.408912943789312,4.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,6.0,10.0
7.0,3.0,5.0,2.0,2.2797,0.0,10.0,0.0,7.0,4.0,4.0,3.0,3.0,10.0,0.0
4.0,2.0,3.0,1.5,2.39757,0.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,3.0,10.0
2.0,1.0,1.0,1.0,2.30414,10.0,10.0,6.0,10.0,10.0,10.0,0.0,7.0,1.0,10.0
2.0,1.0,1.0,1.0,2.332668905568664,29.0,8.0,0.0,7.0,4.0,4.0,3.0,19.0,1.0,0.0
2.0,1.0,1.0,1.0,2.29798,2.0,10.0,10.0,10.0,7.0,7.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.5,2.350264291479729,4.0,10.0,0.0,7.0,4.0,4.0,3.0,7.0,1.0,0.0
2.0,0.0,1.0,1.0,2.3759476921991225,3.0,10.0,10.0,10.0,9.0,8.0,5.0,20.0,6.0,10.0
5.0,3.0,3.0,2.0,2.33444,0.0,10.0,10.0,10.0,8.0,7.0,4.0,4.0,2.0,10.0
4.0,1.0,2.0,1.0,2.34659,14.0,10.0,10.0,10.0,4.0,7.0,3.0,20.0,6.0,10.0
1.0,1.0,1.0,1.0,2.3413444,0.0,10.0,7.0,10.0,9.0,9.0,10.0,5.0,0.0,10.0
4.0,1.0,2.0,1.0,2.286172042327892,0.0,10.0,2.0,5.0,10.0,9.0,1.0,20.0,6.0,10.0
4.0,1.0,1.0,1.0,2.31329,28.0,7.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,1.0,0.0,1.0,2.299383177005472,16.0,10.0,0.0,7.0,4.0,4.0,3.0,14.0,1.0,0.0
4.0,1.0,2.0,1.0,2.40357,13.0,10.0,10.0,10.0,6.0,5.0,10.0,18.0,6.0,8.0
2.0,1.0,1.0,1.0,2.3018102109802223,11.0,10.0,4.0,10.0,10.0,10.0,1.0,0.0,1.0,10.0
4.0,1.0,1.0,1.0,2.3707517710046693,2.0,10.0,9.0,10.0,9.0,1.0,2.0,20.0,6.0,10.0
8.0,4.0,6.0,2.5,2.32489,2.0,10.0,10.0,10.0,8.0,8.0,10.0,20.0,10.0,10.0
4.0,1.0,2.0,1.0,2.29276,3.0,10.0,4.0,10.0,10.0,9.0,4.0,20.0,6.0,10.0
2.0,1.0,2.0,1.0,2.3912720680236816,22.0,10.0,1.0,10.0,9.0,9.0,0.0,15.0,1.0,10.0
6.0,2.0,3.0,2.0,2.3350501,6.0,10.0,10.0,10.0,10.0,7.0,10.0,11.0,6.0,10.0
10.0,2.0,4.0,1.0,2.348846644163132,16.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,10.0,10.0
6.0,1.0,4.0,1.0,2.27611,3.0,10.0,9.0,10.0,9.0,9.0,2.0,20.0,8.0,10.0
3.0,1.0,1.0,1.0,2.34677,2.0,10.0,4.0,10.0,9.0,9.0,4.0,8.0,4.0,10.0
2.0,1.0,1.0,1.0,2.34988,18.0,10.0,3.0,10.0,10.0,9.0,2.0,20.0,1.0,10.0
1.0,1.0,1.0,1.0,2.3469374,0.0,0.0,0.0,7.0,4.0,4.0,3.0,19.0,0.0,0.0
4.0,2.0,2.0,2.0,2.3359533,0.0,10.0,0.0,7.0,4.0,4.0,3.0,1.0,3.0,0.0
2.0,1.0,1.0,1.0,2.3444712,1.0,10.0,5.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0
4.0,1.0,2.0,1.0,2.35731,15.0,10.0,2.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
4.0,2.0,7.0,1.0,2.31031,29.0,3.0,0.0,7.0,4.0,4.0,3.0,1.0,3.0,0.0
3.0,2.0,2.0,1.0,2.3493,13.0,10.0,1.0,8.0,9.0,9.0,9.0,2.0,1.0,1.0
2.0,0.0,1.0,1.0,2.38076,9.0,10.0,6.0,10.0,10.0,10.0,10.0,9.0,6.0,10.0
2.0,1.0,2.0,1.0,2.3832,0.0,10.0,10.0,5.0,10.0,10.0,10.0,20.0,1.0,10.0
3.0,2.0,2.0,1.0,2.33213,0.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,1.0,10.0
4.0,1.0,2.0,2.0,2.293536,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,6.0,10.0
4.0,1.0,2.0,1.0,2.37912,7.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
3.0,1.0,1.0,1.0,2.39801,5.0,10.0,2.0,10.0,10.0,10.0,1.0,20.0,4.0,10.0
3.0,1.0,2.0,1.0,2.326440297886484,1.0,10.0,0.0,7.0,4.0,4.0,3.0,2.0,4.0,0.0
2.0,1.0,1.0,1.0,2.339462465752923,1.0,10.0,7.0,10.0,9.0,9.0,7.0,20.0,1.0,10.0
4.0,0.0,3.0,1.0,2.34545,1.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,9.0,10.0
2.0,1.0,1.0,1.0,2.28516,22.0,10.0,10.0,10.0,7.0,6.0,10.0,10.0,1.0,10.0
8.0,3.0,5.0,1.0,2.3768,16.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,6.0,10.0
4.0,1.0,2.0,1.0,2.33016,1.0,10.0,10.0,10.0,7.0,9.0,10.0,18.0,6.0,10.0
2.0,1.0,1.0,1.0,2.27892,0.0,10.0,10.0,10.0,0.0,6.0,10.0,6.0,1.0,10.0
6.0,4.0,8.0,2.0,2.34603,4.0,10.0,10.0,10.0,1.0,10.0,10.0,4.0,10.0,10.0
2.0,1.0,1.0,1.0,2.35375,2.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
8.0,2.0,4.0,2.0,2.3774622,5.0,10.0,3.0,10.0,9.0,9.0,2.0,15.0,10.0,10.0
4.0,2.0,2.0,1.0,2.3449603,3.0,10.0,5.0,10.0,10.0,9.0,5.0,20.0,3.0,10.0
3.0,1.0,0.0,1.0,2.3450254903046623,9.0,10.0,2.0,4.0,10.0,10.0,10.0,20.0,4.0,8.0
8.0,3.0,3.0,2.0,2.29668,5.0,10.0,10.0,10.0,10.0,8.0,3.0,7.0,6.0,10.0
1.0,1.0,1.0,1.0,2.38195,16.0,10.0,6.0,6.0,9.0,9.0,9.0,4.0,0.0,10.0
2.0,2.0,1.0,1.0,2.3263701767,0.0,10.0,10.0,10.0,9.0,2.0,10.0,6.0,10.0,10.0
3.0,1.0,2.0,1.0,2.3053895,0.0,10.0,2.0,10.0,10.0,9.0,9.0,9.0,4.0,10.0
2.0,1.0,1.0,1.5,2.3603110313415527,0.0,0.0,10.0,10.0,1.0,10.0,10.0,8.0,1.0,10.0
4.0,1.0,0.0,1.0,2.362405779157362,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,1.0,1.0,1.0,2.40415,2.0,10.0,10.0,10.0,10.0,4.0,10.0,20.0,1.0,10.0
4.0,1.0,3.0,1.0,2.30541,4.0,10.0,10.0,10.0,10.0,3.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.34277,0.0,10.0,10.0,10.0,10.0,6.0,10.0,20.0,1.0,10.0
8.0,3.0,4.0,3.0,2.3552118,6.0,10.0,0.0,7.0,4.0,4.0,3.0,16.0,6.0,0.0
3.0,1.0,2.0,1.0,2.28966,18.0,10.0,10.0,10.0,5.0,4.0,10.0,18.0,4.0,10.0
3.0,2.0,1.0,1.0,2.3539569,0.0,10.0,3.0,1.0,9.0,9.0,9.0,20.0,1.0,10.0
3.0,1.0,1.0,1.0,2.33487,14.0,10.0,10.0,10.0,6.0,10.0,10.0,20.0,4.0,10.0
10.0,4.0,5.0,4.0,2.33402,0.0,10.0,10.0,10.0,10.0,1.0,10.0,1.0,6.0,10.0
2.0,1.0,1.0,1.0,2.38979,11.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,1.0,10.0
2.0,1.0,2.0,1.0,2.37509,4.0,10.0,6.0,10.0,9.0,10.0,6.0,20.0,1.0,10.0
4.0,1.0,1.0,1.0,2.277789222441443,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,1.0,1.0,1.0,2.40896,0.0,10.0,8.0,10.0,9.0,9.0,9.0,15.0,1.0,10.0
2.0,1.0,1.0,1.0,2.34795,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3434386,4.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,0.0,2.0,1.0,2.35584,8.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,9.0,10.0
4.0,0.0,3.0,1.0,2.31074,7.0,10.0,8.0,1.0,9.0,0.0,10.0,17.0,9.0,10.0
5.0,2.0,2.0,1.0,2.3398438395620444,19.0,10.0,1.0,8.0,9.0,9.0,0.0,20.0,5.0,1.0
4.0,2.0,2.0,1.5,2.319095017515698,6.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,3.0,10.0
3.0,1.0,1.0,1.5,2.29364,26.0,10.0,10.0,0.0,10.0,9.0,10.0,1.0,4.0,10.0
2.0,1.0,1.0,1.0,2.3061,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.34103,1.0,10.0,10.0,10.0,5.0,10.0,6.0,20.0,1.0,10.0
2.0,1.0,2.0,1.0,2.359196069022499,0.0,10.0,10.0,10.0,9.0,9.0,9.0,20.0,1.0,10.0
2.0,1.0,2.0,1.0,2.27844,11.0,10.0,3.0,10.0,9.0,10.0,2.0,10.0,1.0,10.0
5.0,4.0,4.0,2.0,2.273680946695563,23.0,5.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
3.0,0.0,2.0,1.0,2.3314763,1.0,10.0,0.0,7.0,4.0,4.0,3.0,8.0,8.0,0.0
4.0,2.0,3.0,1.5,2.4033265,3.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
4.0,1.0,2.0,1.0,2.2948656,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,1.0,1.0,1.0,2.35017,9.0,10.0,10.0,10.0,10.0,10.0,8.0,16.0,1.0,10.0
2.0,1.0,1.0,1.0,2.38685,0.0,10.0,7.0,10.0,10.0,10.0,0.0,20.0,1.0,10.0
5.0,3.0,1.0,2.0,2.378474,2.0,10.0,5.0,10.0,9.0,10.0,10.0,20.0,2.0,10.0
4.0,2.0,2.0,1.0,2.34748,0.0,10.0,10.0,10.0,10.0,8.0,10.0,20.0,3.0,10.0
2.0,1.0,2.0,1.0,2.3289,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,1.0,2.0,1.0,2.40928,23.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,1.0,1.0,1.0,2.29737,1.0,10.0,10.0,10.0,8.0,5.0,10.0,20.0,1.0,10.0
2.0,1.0,2.0,1.5,2.38207,22.0,10.0,10.0,10.0,10.0,10.0,4.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.367772473193184,27.0,6.0,1.0,8.0,9.0,10.0,10.0,20.0,1.0,1.0
4.0,1.0,2.0,1.0,2.3772347,11.0,10.0,1.0,10.0,9.0,9.0,9.0,20.0,6.0,7.0
4.0,1.0,2.0,1.0,2.356340073229084,5.0,10.0,0.0,7.0,4.0,4.0,3.0,8.0,6.0,0.0
2.0,1.0,1.0,1.0,2.3404476354401456,5.0,10.0,10.0,10.0,10.0,9.0,10.0,14.0,1.0,10.0
2.0,1.0,1.0,1.0,2.36857,1.0,10.0,10.0,10.0,5.0,10.0,10.0,20.0,1.0,10.0
6.0,2.0,3.0,2.0,2.282119,9.0,10.0,3.0,10.0,9.0,9.0,9.0,20.0,6.0,10.0
5.0,3.0,3.0,1.0,2.32287,6.0,10.0,10.0,10.0,10.0,10.0,2.0,20.0,2.0,10.0
2.0,1.0,0.0,1.0,2.3816832,29.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,1.0,2.0,1.0,2.37596,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,10.0
4.0,2.0,2.0,1.0,2.298,28.0,7.0,0.0,7.0,4.0,4.0,3.0,11.0,3.0,0.0
4.0,1.0,2.0,1.0,2.36265566200018,12.0,10.0,0.0,7.0,4.0,4.0,3.0,19.0,6.0,0.0
4.0,1.0,2.0,1.0,2.3653062,0.0,10.0,1.0,1.0,9.0,9.0,9.0,20.0,6.0,5.0
6.0,3.0,3.0,2.0,2.3086390495300293,4.0,10.0,10.0,10.0,9.0,6.0,9.0,4.0,4.0,10.0
2.0,1.0,1.0,1.0,2.37575,0.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,10.0
2.0,0.0,1.0,1.0,2.3842195882329382,17.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.2894,0.0,10.0,2.0,10.0,10.0,9.0,9.0,5.0,1.0,10.0
2.0,1.0,1.0,1.0,2.32432,9.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,0.0,1.0,2.3625623,28.0,10.0,0.0,7.0,4.0,4.0,3.0,19.0,1.0,0.0
4.0,1.0,2.0,2.0,2.3420148,21.0,10.0,0.0,7.0,4.0,4.0,3.0,19.0,6.0,0.0
4.0,1.0,2.0,1.0,2.3608591,0.0,10.0,10.0,10.0,10.0,10.0,10.0,18.0,6.0,10.0
2.0,1.0,1.0,1.0,2.34756,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,1.0,2.0,1.0,2.3541923,7.0,10.0,8.0,10.0,1.0,9.0,8.0,4.0,6.0,10.0
4.0,1.0,1.0,1.0,2.37217,12.0,10.0,10.0,10.0,7.0,10.0,10.0,18.0,6.0,10.0
6.0,2.0,3.0,1.0,2.338709,4.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3501633,0.0,10.0,0.0,7.0,4.0,4.0,3.0,13.0,1.0,0.0
4.0,1.0,1.0,1.0,2.39177,6.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,6.0,10.0
4.0,2.0,2.0,2.5,2.3279185,0.0,0.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
4.0,2.0,3.0,2.0,2.28605,8.0,10.0,10.0,10.0,4.0,7.0,3.0,20.0,3.0,10.0
2.0,1.0,1.0,1.0,2.3623364,4.0,10.0,1.0,8.0,9.0,9.0,9.0,8.0,1.0,1.0
1.0,1.0,1.0,1.0,2.33721,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,0.0,10.0
2.0,1.0,1.0,1.0,2.34909,19.0,4.0,10.0,10.0,3.0,10.0,10.0,5.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3563772,3.0,10.0,10.0,10.0,8.0,9.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3603044,30.0,10.0,2.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,4.0,1.0,2.290282,27.0,2.0,0.0,7.0,4.0,4.0,3.0,1.0,1.0,0.0
6.0,2.0,4.0,1.0,2.360983434967808,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
12.0,4.0,7.0,2.0,2.30625,19.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,10.0,0.0
4.0,1.0,2.0,1.0,2.3415333,5.0,10.0,10.0,10.0,9.0,10.0,10.0,14.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3771295,3.0,10.0,10.0,10.0,10.0,9.0,10.0,16.0,1.0,10.0
2.0,0.0,1.0,1.0,2.37221,0.0,10.0,10.0,10.0,4.0,10.0,3.0,6.0,6.0,10.0
12.0,5.0,5.0,2.0,2.35511,7.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,6.0,10.0
6.0,1.0,1.0,1.0,2.3074,1.0,10.0,0.0,7.0,4.0,4.0,3.0,13.0,8.0,0.0
6.0,2.0,3.0,2.0,2.3978392,9.0,10.0,10.0,10.0,9.0,6.0,10.0,20.0,6.0,10.0
6.0,2.0,3.0,2.0,2.36308,3.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.36144,9.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,1.0,10.0
